vector,subtype,target_seq,detector,detected,reason
A2,foreign_keyid,2431,actor_auth,1,actor_auth:keyid_mismatch@seq=2431
A2,foreign_keyid,2441,actor_auth,1,actor_auth:keyid_mismatch@seq=2441
A2,foreign_keyid,2451,actor_auth,1,actor_auth:keyid_mismatch@seq=2451
A2,foreign_keyid,2461,actor_auth,1,actor_auth:keyid_mismatch@seq=2461
A2,foreign_keyid,2471,actor_auth,1,actor_auth:keyid_mismatch@seq=2471
A2,foreign_keyid,2481,actor_auth,1,actor_auth:keyid_mismatch@seq=2481
A2,foreign_keyid,2491,actor_auth,1,actor_auth:keyid_mismatch@seq=2491
A2,foreign_keyid,2501,actor_auth,1,actor_auth:keyid_mismatch@seq=2501
A2,foreign_keyid,2511,actor_auth,1,actor_auth:keyid_mismatch@seq=2511
A2,foreign_keyid,2521,actor_auth,1,actor_auth:keyid_mismatch@seq=2521
A2,foreign_keyid,2531,actor_auth,1,actor_auth:keyid_mismatch@seq=2531
A2,foreign_keyid,2541,actor_auth,1,actor_auth:keyid_mismatch@seq=2541
A2,foreign_keyid,2551,actor_auth,1,actor_auth:keyid_mismatch@seq=2551
A2,foreign_keyid,2561,actor_auth,1,actor_auth:keyid_mismatch@seq=2561
A2,foreign_keyid,2571,actor_auth,1,actor_auth:keyid_mismatch@seq=2571
A2,foreign_keyid,2581,actor_auth,1,actor_auth:keyid_mismatch@seq=2581
A2,foreign_keyid,2591,actor_auth,1,actor_auth:keyid_mismatch@seq=2591
A2,foreign_keyid,2601,actor_auth,1,actor_auth:keyid_mismatch@seq=2601
A2,foreign_keyid,2611,actor_auth,1,actor_auth:keyid_mismatch@seq=2611
A2,foreign_keyid,2621,actor_auth,1,actor_auth:keyid_mismatch@seq=2621
A2,foreign_keyid,2631,actor_auth,1,actor_auth:keyid_mismatch@seq=2631
A2,foreign_keyid,2641,actor_auth,1,actor_auth:keyid_mismatch@seq=2641
A2,foreign_keyid,2651,actor_auth,1,actor_auth:keyid_mismatch@seq=2651
A2,foreign_keyid,2661,actor_auth,1,actor_auth:keyid_mismatch@seq=2661
A2,foreign_keyid,2671,actor_auth,1,actor_auth:keyid_mismatch@seq=2671
A2,foreign_keyid,2681,actor_auth,1,actor_auth:keyid_mismatch@seq=2681
A2,foreign_keyid,2691,actor_auth,1,actor_auth:keyid_mismatch@seq=2691
A2,foreign_keyid,2701,actor_auth,1,actor_auth:keyid_mismatch@seq=2701
A2,foreign_keyid,2711,actor_auth,1,actor_auth:keyid_mismatch@seq=2711
A2,invalid_signature,2221,actor_auth,1,actor_auth:invalid_signature@seq=2221
A2,invalid_signature,2231,actor_auth,1,actor_auth:invalid_signature@seq=2231
A2,invalid_signature,2241,actor_auth,1,actor_auth:invalid_signature@seq=2241
A2,invalid_signature,2251,actor_auth,1,actor_auth:invalid_signature@seq=2251
A2,invalid_signature,2261,actor_auth,1,actor_auth:invalid_signature@seq=2261
A2,invalid_signature,2271,actor_auth,1,actor_auth:invalid_signature@seq=2271
A2,invalid_signature,2281,actor_auth,1,actor_auth:invalid_signature@seq=2281
A2,invalid_signature,2291,actor_auth,1,actor_auth:invalid_signature@seq=2291
A2,invalid_signature,2301,actor_auth,1,actor_auth:invalid_signature@seq=2301
A2,invalid_signature,2311,actor_auth,1,actor_auth:invalid_signature@seq=2311
A2,invalid_signature,2321,actor_auth,1,actor_auth:invalid_signature@seq=2321
A2,invalid_signature,2331,actor_auth,1,actor_auth:invalid_signature@seq=2331
A2,invalid_signature,2341,actor_auth,1,actor_auth:invalid_signature@seq=2341
A2,invalid_signature,2351,actor_auth,1,actor_auth:invalid_signature@seq=2351
A2,invalid_signature,2361,actor_auth,1,actor_auth:invalid_signature@seq=2361
A2,invalid_signature,2371,actor_auth,1,actor_auth:invalid_signature@seq=2371
A2,invalid_signature,2381,actor_auth,1,actor_auth:invalid_signature@seq=2381
A2,invalid_signature,2391,actor_auth,1,actor_auth:invalid_signature@seq=2391
A2,invalid_signature,2401,actor_auth,1,actor_auth:invalid_signature@seq=2401
A2,invalid_signature,2411,actor_auth,1,actor_auth:invalid_signature@seq=2411
A2,invalid_signature,2421,actor_auth,1,actor_auth:invalid_signature@seq=2421
A2,invalid_signature,2431,actor_auth,1,actor_auth:invalid_signature@seq=2431
A2,invalid_signature,2441,actor_auth,1,actor_auth:invalid_signature@seq=2441
A2,invalid_signature,2451,actor_auth,1,actor_auth:invalid_signature@seq=2451
A2,invalid_signature,2461,actor_auth,1,actor_auth:invalid_signature@seq=2461
A2,invalid_signature,2471,actor_auth,1,actor_auth:invalid_signature@seq=2471
A2,invalid_signature,2481,actor_auth,1,actor_auth:invalid_signature@seq=2481
A2,invalid_signature,2491,actor_auth,1,actor_auth:invalid_signature@seq=2491
A2,invalid_signature,2501,actor_auth,1,actor_auth:invalid_signature@seq=2501
A2,invalid_signature,2511,actor_auth,1,actor_auth:invalid_signature@seq=2511
A2,invalid_signature,2521,actor_auth,1,actor_auth:invalid_signature@seq=2521
A2,invalid_signature,2531,actor_auth,1,actor_auth:invalid_signature@seq=2531
A2,invalid_signature,2541,actor_auth,1,actor_auth:invalid_signature@seq=2541
A2,invalid_signature,2551,actor_auth,1,actor_auth:invalid_signature@seq=2551
A2,invalid_signature,2561,actor_auth,1,actor_auth:invalid_signature@seq=2561
A2,invalid_signature,2571,actor_auth,1,actor_auth:invalid_signature@seq=2571
A2,invalid_signature,2581,actor_auth,1,actor_auth:invalid_signature@seq=2581
A2,invalid_signature,2591,actor_auth,1,actor_auth:invalid_signature@seq=2591
A2,invalid_signature,2601,actor_auth,1,actor_auth:invalid_signature@seq=2601
A2,invalid_signature,2611,actor_auth,1,actor_auth:invalid_signature@seq=2611
A2,invalid_signature,2621,actor_auth,1,actor_auth:invalid_signature@seq=2621
A2,invalid_signature,2631,actor_auth,1,actor_auth:invalid_signature@seq=2631
A2,invalid_signature,2641,actor_auth,1,actor_auth:invalid_signature@seq=2641
A2,invalid_signature,2651,actor_auth,1,actor_auth:invalid_signature@seq=2651
A2,invalid_signature,2661,actor_auth,1,actor_auth:invalid_signature@seq=2661
A2,invalid_signature,2671,actor_auth,1,actor_auth:invalid_signature@seq=2671
A2,invalid_signature,2681,actor_auth,1,actor_auth:invalid_signature@seq=2681
A2,invalid_signature,2691,actor_auth,1,actor_auth:invalid_signature@seq=2691
A2,invalid_signature,2701,actor_auth,1,actor_auth:invalid_signature@seq=2701
A2,invalid_signature,2711,actor_auth,1,actor_auth:invalid_signature@seq=2711
A3,anchor_rollback,2221,anchor,1,anchor_via_chain:corruption at seq 2221: hash mismatch@seq=2221
A3,anchor_rollback,2231,anchor,1,anchor_via_chain:corruption at seq 2231: hash mismatch@seq=2231
A3,anchor_rollback,2241,anchor,1,anchor_via_chain:corruption at seq 2241: hash mismatch@seq=2241
A3,anchor_rollback,2251,anchor,1,anchor_via_chain:corruption at seq 2251: hash mismatch@seq=2251
A3,anchor_rollback,2261,anchor,1,anchor_via_chain:corruption at seq 2261: hash mismatch@seq=2261
A3,anchor_rollback,2271,anchor,1,anchor_via_chain:corruption at seq 2271: hash mismatch@seq=2271
A3,anchor_rollback,2281,anchor,1,anchor_via_chain:corruption at seq 2281: hash mismatch@seq=2281
A3,anchor_rollback,2291,anchor,1,anchor_via_chain:corruption at seq 2291: hash mismatch@seq=2291
A3,anchor_rollback,2301,anchor,1,anchor_via_chain:corruption at seq 2301: hash mismatch@seq=2301
A3,anchor_rollback,2311,anchor,1,anchor_via_chain:corruption at seq 2311: hash mismatch@seq=2311
A3,anchor_rollback,2321,anchor,1,anchor_via_chain:corruption at seq 2321: hash mismatch@seq=2321
A3,anchor_rollback,2331,anchor,1,anchor_via_chain:corruption at seq 2331: hash mismatch@seq=2331
A3,anchor_rollback,2341,anchor,1,anchor_via_chain:corruption at seq 2341: hash mismatch@seq=2341
A3,anchor_rollback,2351,anchor,1,anchor_via_chain:corruption at seq 2351: hash mismatch@seq=2351
A3,anchor_rollback,2361,anchor,1,anchor_via_chain:corruption at seq 2361: hash mismatch@seq=2361
A3,anchor_rollback,2371,anchor,1,anchor_via_chain:corruption at seq 2371: hash mismatch@seq=2371
A3,anchor_rollback,2381,anchor,1,anchor_via_chain:corruption at seq 2381: hash mismatch@seq=2381
A3,anchor_rollback,2391,anchor,1,anchor_via_chain:corruption at seq 2391: hash mismatch@seq=2391
A3,anchor_rollback,2401,anchor,1,anchor_via_chain:corruption at seq 2401: hash mismatch@seq=2401
A3,anchor_rollback,2411,anchor,1,anchor_via_chain:corruption at seq 2411: hash mismatch@seq=2411
A3,anchor_rollback,2421,anchor,1,anchor_via_chain:corruption at seq 2421: hash mismatch@seq=2421
A3,anchor_rollback,2431,anchor,1,anchor_via_chain:corruption at seq 2431: hash mismatch@seq=2431
A3,anchor_rollback,2441,anchor,1,anchor_via_chain:corruption at seq 2441: hash mismatch@seq=2441
A3,anchor_rollback,2451,anchor,1,anchor_via_chain:corruption at seq 2451: hash mismatch@seq=2451
A3,anchor_rollback,2461,anchor,1,anchor_via_chain:corruption at seq 2461: hash mismatch@seq=2461
A3,anchor_rollback,2471,anchor,1,anchor_via_chain:corruption at seq 2471: hash mismatch@seq=2471
A3,anchor_rollback,2481,anchor,1,anchor_via_chain:corruption at seq 2481: hash mismatch@seq=2481
A3,anchor_rollback,2491,anchor,1,anchor_via_chain:corruption at seq 2491: hash mismatch@seq=2491
A3,anchor_rollback,2501,anchor,1,anchor_via_chain:corruption at seq 2501: hash mismatch@seq=2501
A3,anchor_rollback,2511,anchor,1,anchor_via_chain:corruption at seq 2511: hash mismatch@seq=2511
A3,anchor_rollback,2521,anchor,1,anchor_via_chain:corruption at seq 2521: hash mismatch@seq=2521
A3,anchor_rollback,2531,anchor,1,anchor_via_chain:corruption at seq 2531: hash mismatch@seq=2531
A3,anchor_rollback,2541,anchor,1,anchor_via_chain:corruption at seq 2541: hash mismatch@seq=2541
A3,anchor_rollback,2551,anchor,1,anchor_via_chain:corruption at seq 2551: hash mismatch@seq=2551
A3,anchor_rollback,2561,anchor,1,anchor_via_chain:corruption at seq 2561: hash mismatch@seq=2561
A3,anchor_rollback,2571,anchor,1,anchor_via_chain:corruption at seq 2571: hash mismatch@seq=2571
A3,anchor_rollback,2581,anchor,1,anchor_via_chain:corruption at seq 2581: hash mismatch@seq=2581
A3,anchor_rollback,2591,anchor,1,anchor_via_chain:corruption at seq 2591: hash mismatch@seq=2591
A3,anchor_rollback,2601,anchor,1,anchor_via_chain:corruption at seq 2601: hash mismatch@seq=2601
A3,anchor_rollback,2611,anchor,1,anchor_via_chain:corruption at seq 2611: hash mismatch@seq=2611
A3,anchor_rollback,2621,anchor,1,anchor_via_chain:corruption at seq 2621: hash mismatch@seq=2621
A3,anchor_rollback,2631,anchor,1,anchor_via_chain:corruption at seq 2631: hash mismatch@seq=2631
A3,anchor_rollback,2641,anchor,1,anchor_via_chain:corruption at seq 2641: hash mismatch@seq=2641
A3,anchor_rollback,2651,anchor,1,anchor_via_chain:corruption at seq 2651: hash mismatch@seq=2651
A3,anchor_rollback,2661,anchor,1,anchor_via_chain:corruption at seq 2661: hash mismatch@seq=2661
A3,anchor_rollback,2671,anchor,1,anchor_via_chain:corruption at seq 2671: hash mismatch@seq=2671
A3,anchor_rollback,2681,anchor,1,anchor_via_chain:corruption at seq 2681: hash mismatch@seq=2681
A3,anchor_rollback,2691,anchor,1,anchor_via_chain:corruption at seq 2691: hash mismatch@seq=2691
A3,anchor_rollback,2701,anchor,1,anchor_via_chain:corruption at seq 2701: hash mismatch@seq=2701
A3,anchor_rollback,2711,anchor,1,anchor_via_chain:corruption at seq 2711: hash mismatch@seq=2711
